Position,Track Name,Artist,Streams,URL,Day Start Date
172,Money Longer,Lil Uzi Vert,210305,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2018-01-27
173,wokeuplikethis*,Playboi Carti,209597,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,2018-01-27
174,When It Rains It Pours,Luke Combs,207557,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,2018-01-27
175,X (feat. Future),21 Savage,207325,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2018-01-27
176,Saved,Khalid,206086,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,2018-01-27
177,Broccoli (feat. Lil Yachty),DRAM,205746,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2018-01-27
178,KOODA,6ix9ine,205287,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,2018-01-27
179,Look At Me!,XXXTENTACION,204890,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,2018-01-27
180,Come Alive,Hugh Jackman,204419,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,2018-01-27
181,Caroline,Aminé,203884,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,2018-01-27
182,La Modelo,Lean Trap,203264,https://open.spotify.com/track/76DNqvSyzL9VCkhlnByqLf,2018-01-27
183,Lemon,N.E.R.D,202718,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,2018-01-27
184,Sucker for You,Matt Terry,202576,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,2018-01-27
185,Yours,Russell Dickerson,202024,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF,2018-01-27
186,Don't,Bryson Tiller,201318,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2018-01-27
187,Starboy,The Weeknd,201059,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2018-01-27
188,20 Min,Lil Uzi Vert,197264,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,2018-01-27
189,From Now On,Hugh Jackman,196557,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,2018-01-27
190,Criminal,Natti Natasha,196257,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2018-01-27
191,'Till I Collapse,Eminem,195764,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2018-01-27
192,...Ready For It?,Taylor Swift,195647,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,2018-01-27
193,PRBLMS,6LACK,195515,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,2018-01-27
194,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,195310,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2018-01-27
195,Exchange,Bryson Tiller,194671,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2018-01-27
196,Go Legend (& Metro Boomin),Big Sean,194304,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc,2018-01-27
197,Poles 1469,Trippie Redd,194175,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk,2018-01-27
198,There's Nothing Holdin' Me Back,Shawn Mendes,193602,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2018-01-27
199,Corazón,Maluma,193456,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2018-01-27
200,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,192311,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,2018-01-27
1,God's Plan,Drake,3593565,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,2018-01-28
2,Stir Fry,Migos,1110935,https://open.spotify.com/track/2tek8UnoiJdkmpPMqa5KRQ,2018-01-28
3,rockstar,Post Malone,1101307,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2018-01-28
4,Narcos,Migos,1005215,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,2018-01-28
5,Walk It Talk It,Migos,902662,https://open.spotify.com/track/1jr1BnpXymcf2i97mTR8tJ,2018-01-28
6,Finesse (Remix) [feat. Cardi B],Bruno Mars,884591,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,2018-01-28
7,MotorSport,Migos,861610,https://open.spotify.com/track/3g9Mi3kTzzmjBUXN7wnGjI,2018-01-28
8,Ric Flair Drip (& Metro Boomin),Offset,826145,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2018-01-28
9,I Fall Apart,Post Malone,821981,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2018-01-28
10,Havana,Camila Cabello,807699,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-01-28
11,No Limit,G-Eazy,797026,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,2018-01-28
12,Bartier Cardi (feat. 21 Savage),Cardi B,772645,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,2018-01-28
13,BBO (Bad Bitches Only),Migos,744997,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70,2018-01-28
14,All The Stars (with SZA),Kendrick Lamar,733694,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y,2018-01-28
15,Him & I (with Halsey),G-Eazy,687699,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,2018-01-28
16,Mine,Bazzi,687378,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,2018-01-28
17,Never Be the Same,Camila Cabello,678899,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,2018-01-28
18,PICK IT UP (feat. A$AP Rocky),Famous Dex,645112,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,2018-01-28
19,LOVE. FEAT. ZACARI.,Kendrick Lamar,644710,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2018-01-28
20,Let You Down,NF,639421,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-28
21,Diplomatic Immunity,Drake,629020,https://open.spotify.com/track/3tvkzvUTF0yoq3pdBi81I0,2018-01-28
22,XO TOUR Llif3,Lil Uzi Vert,621791,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2018-01-28
23,Notice Me,Migos,606513,https://open.spotify.com/track/07W9fL0ee9LsqD9c3kNrdo,2018-01-28
24,Codeine Dreaming (feat. Lil Wayne),Kodak Black,603204,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,2018-01-28
25,Sky Walker (feat. Travis Scott),Miguel,594809,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,2018-01-28
26,The Middle,Zedd,592893,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-01-28
27,Candy Paint,Post Malone,583819,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,2018-01-28
28,Plain Jane,A$AP Ferg,579314,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2018-01-28
29,IDGAF,Dua Lipa,563909,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-01-28
30,Bank Account,21 Savage,554376,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2018-01-28
31,Rewrite The Stars,Zac Efron,548326,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-01-28
32,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,544621,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,2018-01-28
33,Young Dumb & Broke,Khalid,541392,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2018-01-28
34,Betrayed,Lil Xan,539806,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,2018-01-28
35,Gang Gang,Migos,538424,https://open.spotify.com/track/0KJEIWTEKMfBL2J7Sn3X5I,2018-01-28
36,HUMBLE.,Kendrick Lamar,537359,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2018-01-28
37,Congratulations,Post Malone,533732,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2018-01-28
38,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,533639,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2018-01-28
39,Say Something,Justin Timberlake,528251,https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3,2018-01-28
40,Gucci Gang,Lil Pump,516765,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,2018-01-28
41,River (feat. Ed Sheeran),Eminem,514838,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,2018-01-28
42,Sick Boy,The Chainsmokers,507147,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0,2018-01-28
43,White Sand,Migos,498551,https://open.spotify.com/track/2KokOIKdw4zZutDil85Ugh,2018-01-28
44,Supastars,Migos,493993,https://open.spotify.com/track/0egwbpNUagfbqFuqaPd6jt,2018-01-28
45,Perfect,Ed Sheeran,484482,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2018-01-28
46,Location,Khalid,451383,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2018-01-28
47,Bodak Yellow,Cardi B,444497,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2018-01-28
48,1-800-273-8255,Logic,440488,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-01-28
49,I Get The Bag (feat. Migos),Gucci Mane,440237,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,2018-01-28
50,Nowadays (feat. Landon Cube),Lil Skies,432763,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2018-01-28
51,New Rules,Dua Lipa,429470,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2018-01-28
52,Emoji A Chain,Migos,423484,https://open.spotify.com/track/0G9rmRmQDFk9O2tzZLyRkc,2018-01-28
53,Roll In Peace (feat. XXXTENTACION),Kodak Black,415275,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2018-01-28
54,This Is Me,Keala Settle,412069,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,2018-01-28
55,Too Good At Goodbyes,Sam Smith,411539,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-01-28
56,Wolves,Selena Gomez,409688,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2018-01-28
57,goosebumps,Travis Scott,401779,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2018-01-28
58,Wanted You (feat. Lil Uzi Vert),NAV,395880,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,2018-01-28
59,Tell Me You Love Me,Demi Lovato,395732,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,2018-01-28
60,Thunder,Imagine Dragons,395050,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2018-01-28
61,Auto Pilot,Migos,379580,https://open.spotify.com/track/4Kw3CztmD15X1QGDnnHmLD,2018-01-28
62,Higher We Go - Intro,Migos,374765,https://open.spotify.com/track/3kh6liHZ8IHHRFMHXNJ79Y,2018-01-28
63,Silence,Marshmello,372551,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2018-01-28
64,Wait,Maroon 5,372168,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,2018-01-28
65,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,370200,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-01-28
66,Jocelyn Flores,XXXTENTACION,368501,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-01-28
67,CC,Migos,365122,https://open.spotify.com/track/35ffVv9x4mtzBh5rF1K9sP,2018-01-28
68,Unforgettable,French Montana,363796,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2018-01-28
69,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,359481,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2018-01-28
70,BUTTERFLY EFFECT,Travis Scott,356500,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,2018-01-28
71,End Game,Taylor Swift,349576,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,2018-01-28
72,Fuck Love (feat. Trippie Redd),XXXTENTACION,346961,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2018-01-28
73,Too Much Jewelry,Migos,343377,https://open.spotify.com/track/2rIY8S6doGY1SEZIh7siw1,2018-01-28
74,KEKE,6ix9ine,342191,https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR,2018-01-28
75,Slippery (feat. Gucci Mane),Migos,338900,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2018-01-28
76,Bad At Love,Halsey,338846,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,2018-01-28
77,Sorry Not Sorry,Demi Lovato,333354,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2018-01-28
78,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,320751,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,2018-01-28
79,Shape of You,Ed Sheeran,320751,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2018-01-28
80,Red Roses (feat. Landon Cube),Lil Skies,316926,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,2018-01-28
81,What Lovers Do (feat. SZA),Maroon 5,313744,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2018-01-28
82,Rubbin Off The Paint,YBN Nahmir,313293,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,2018-01-28
83,DNA.,Kendrick Lamar,310049,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2018-01-28
84,New Freezer (feat. Kendrick Lamar),Rich The Kid,308966,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,2018-01-28
85,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,303206,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM,2018-01-28
86,I Miss You (feat. Julia Michaels),Clean Bandit,300967,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2018-01-28
87,Too Playa,Migos,298540,https://open.spotify.com/track/3BvXHtUdGbfLOVxfRWn6NT,2018-01-28
88,Believer,Imagine Dragons,292497,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2018-01-28
89,She Loves Control,Camila Cabello,291750,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy,2018-01-28
90,Go Flex,Post Malone,290351,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2018-01-28
91,Rake It Up,Yo Gotti,289683,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,2018-01-28
92,Redbone,Childish Gambino,285224,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2018-01-28
93,Love Galore (feat. Travis Scott),SZA,280335,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,2018-01-28
94,GUMMO,6ix9ine,279570,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,2018-01-28
95,Beast,Migos,278721,https://open.spotify.com/track/4Fj5G5b8MeCrCRDP5JDvpr,2018-01-28
96,The Greatest Show,Hugh Jackman,277492,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,2018-01-28
97,My My My!,Troye Sivan,275878,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,2018-01-28
98,Crown the Kings,Migos,275344,https://open.spotify.com/track/0pdW4B6Sq4MMNz1sFtkR5G,2018-01-28
99,Feel It Still,Portugal. The Man,274048,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2018-01-28
100,Échame La Culpa,Luis Fonsi,270374,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-01-28
101,Ice Tray,Quality Control,266227,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,2018-01-28
102,Mask Off,Future,266173,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,2018-01-28
103,Passionfruit,Drake,265320,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2018-01-28
104,Open It Up,Migos,262294,https://open.spotify.com/track/2LOkdHHNKdEx24cQELBaD8,2018-01-28
105,Magnolia,Playboi Carti,255014,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2018-01-28
106,White Iverson,Post Malone,254229,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2018-01-28
107,A Million Dreams,Ziv Zaifman,254165,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2018-01-28
108,Never Enough,Loren Allred,251929,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2018-01-28
109,Bad and Boujee (feat. Lil Uzi Vert),Migos,251757,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2018-01-28
110,The Weekend - Funk Wav Remix,SZA,251393,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2018-01-28
111,The Weekend,SZA,250249,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,2018-01-28
112,Attention,Charlie Puth,249058,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2018-01-28
113,That's What I Like,Bruno Mars,248089,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2018-01-28
114,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,247582,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2018-01-28
115,Sensualidad,Bad Bunny,246777,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-01-28
116,Losin Control,Russ,246756,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2018-01-28
117,Flooded,Migos,244174,https://open.spotify.com/track/2nwp9gU9ZGyKRzMswpfc7k,2018-01-28
118,Capital Letters,Hailee Steinfeld,242514,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,2018-01-28
119,iSpy (feat. Lil Yachty),KYLE,241147,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2018-01-28
120,Tip Toe (feat. French Montana),Jason Derulo,240801,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2018-01-28
121,You Make It Easy,Jason Aldean,240722,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo,2018-01-28
122,The Other Side,Hugh Jackman,239064,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2018-01-28
123,What Ifs,Kane Brown,238549,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,2018-01-28
124,Ghostface Killers,21 Savage,237761,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,2018-01-28
125,How Long,Charlie Puth,236698,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2018-01-28
126,It's A Vibe,2 Chainz,235483,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2018-01-28
127,Body Like A Back Road,Sam Hunt,235171,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2018-01-28
128,Bounce Back,Big Sean,233948,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2018-01-28
129,Relationship (feat. Future),Young Thug,233882,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2018-01-28
130,Designer,Lil Pump,233570,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt,2018-01-28
131,Despacito - Remix,Luis Fonsi,231942,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2018-01-28
132,Say You Won't Let Go,James Arthur,230563,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-01-28
133,Marry Me,Thomas Rhett,229559,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,2018-01-28
134,Movin' Too Fast,Migos,228927,https://open.spotify.com/track/4jB8tS25Afh6aXC5w2MbXQ,2018-01-28
135,Strip That Down,Liam Payne,228013,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2018-01-28
136,do re mi,blackbear,226231,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,2018-01-28
137,Sauce It Up,Lil Uzi Vert,225453,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2018-01-28
138,Fake Love,Drake,225049,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2018-01-28
139,Made Men,Migos,224899,https://open.spotify.com/track/3XAWpSxJMPeIwxXc5g9en1,2018-01-28
140,No Role Modelz,J. Cole,224140,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2018-01-28
141,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,223808,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,2018-01-28
142,Everybody Dies In Their Nightmares,XXXTENTACION,223130,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2018-01-28
143,Tunnel Vision,Kodak Black,221312,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2018-01-28
144,Transportin',Kodak Black,220391,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2018-01-28
145,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,218203,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2018-01-28
146,Spotlight,Marshmello,216820,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,2018-01-28
147,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,214572,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,2018-01-28
148,Unforgettable,Thomas Rhett,212972,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,2018-01-28
149,Saint,Huncho Jack,212533,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,2018-01-28
150,One Dance,Drake,209753,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2018-01-28
151,Issues,Julia Michaels,209633,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,2018-01-28
152,i Shyne,Carnage,208012,https://open.spotify.com/track/0AcHbiMs86CCgprvc7E1gs,2018-01-28
153,Mi Gente,J Balvin,207879,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2018-01-28
154,T-Shirt,Migos,207527,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2018-01-28
155,The Race,Tay-K,207203,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,2018-01-28
156,Saved,Khalid,207019,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,2018-01-28
157,Work Hard,Migos,206744,https://open.spotify.com/track/5UzUZULhZL8bW4BqI1ZNOF,2018-01-28
158,I Like Me Better,Lauv,206573,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2018-01-28
159,Love Scars,Trippie Redd,203751,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,2018-01-28
160,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,203336,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2018-01-28
161,Greatest Love Story,LANCO,202813,https://open.spotify.com/track/2yQZwi1P8AkkxxFhQ8rMEK,2018-01-28
162,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,200583,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-01-28
163,Pills & Automobiles,Chris Brown,199194,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,2018-01-28
164,Dusk Till Dawn - Radio Edit,ZAYN,197794,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2018-01-28
165,Closer,The Chainsmokers,197001,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2018-01-28
166,Sucker for You,Matt Terry,195445,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,2018-01-28
167,Portland,Drake,194670,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,2018-01-28
168,Something Just Like This,The Chainsmokers,194654,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2018-01-28
169,Real Friends,Camila Cabello,193621,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv,2018-01-28
170,Don't,Bryson Tiller,193400,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2018-01-28
171,Come Alive,Hugh Jackman,193110,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,2018-01-28
172,Die For You,The Weeknd,192398,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2018-01-28
173,Filthy,Justin Timberlake,191628,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,2018-01-28
174,X (feat. Future),21 Savage,191002,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2018-01-28
175,wokeuplikethis*,Playboi Carti,190765,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,2018-01-28
176,Money Longer,Lil Uzi Vert,190062,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2018-01-28
177,When It Rains It Pours,Luke Combs,188896,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,2018-01-28
178,Top Down On Da NAWF,Migos,188566,https://open.spotify.com/track/3Jo2cNQKU6Je7LVClYyJH9,2018-01-28
179,Starboy,The Weeknd,188097,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2018-01-28
180,Look What You Made Me Do,Taylor Swift,187894,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,2018-01-28
181,From Now On,Hugh Jackman,187427,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,2018-01-28
182,Broccoli (feat. Lil Yachty),DRAM,187413,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2018-01-28
183,Look At Me!,XXXTENTACION,187325,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,2018-01-28
184,Caroline,Aminé,186486,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,2018-01-28
185,Exchange,Bryson Tiller,186186,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2018-01-28
186,Yours,Russell Dickerson,185985,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF,2018-01-28
187,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,185706,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,2018-01-28
188,PRBLMS,6LACK,185265,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,2018-01-28
189,KOODA,6ix9ine,185000,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,2018-01-28
190,8TEEN,Khalid,182698,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5,2018-01-28
191,La Modelo,Lean Trap,181448,https://open.spotify.com/track/76DNqvSyzL9VCkhlnByqLf,2018-01-28
192,Stay,Zedd,180941,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,2018-01-28
193,Lemon,N.E.R.D,178178,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,2018-01-28
194,Poles 1469,Trippie Redd,176889,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk,2018-01-28
195,There's Nothing Holdin' Me Back,Shawn Mendes,176819,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2018-01-28
