Position,Track Name,Artist,Streams,URL,Day Start Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
138,Tie Me Down (with Elley Duhé),Gryffin,254831,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP,2018-09-17,0.135,Tie Me Down (with Elley Duhé),0.548,218296,0.839,False,https://i.scdn.co/image/4cd6c13e32b19b8ab4fb68b49246a4ceba698eea,0.0,6,0.102,-2.371,1,76,0.0644,98.932,4,0.314
139,Nonchalant,6LACK,254266,https://open.spotify.com/track/7c3K8ifIoaVZ2MSUuGo0Co,2018-09-17,0.337,East Atlanta Love Letter,0.569,183265,0.378,True,https://i.scdn.co/image/35a7e7b0e40fa3dd8726fd7770492fe85770567b,8.69e-05,11,0.128,-12.359,0,71,0.413,80.428,4,0.0617
140,Let Her Go,6LACK,254011,https://open.spotify.com/track/0CIGZEXjZ8L52lOrqUljJt,2018-09-17,0.586,East Atlanta Love Letter,0.758,177172,0.62,True,https://i.scdn.co/image/35a7e7b0e40fa3dd8726fd7770492fe85770567b,7.8e-05,5,0.187,-7.079,0,70,0.0846,156.017,4,0.404
141,Life Goes On,Lil Baby,253101,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z,2018-09-17,0.0021,Harder Than Ever,0.716,247055,0.541,True,https://i.scdn.co/image/3b7fd6ea2961e45f1b6031eda466ae1bb3bd30c7,0.0,1,0.115,-7.909,1,79,0.149,139.978,4,0.387
142,PICK IT UP (feat. A$AP Rocky),Famous Dex,252303,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV,2018-09-17,0.0149,Dex Meets Dexter,0.921,191252,0.467,True,https://i.scdn.co/image/9ac945f400b4a37ab70c836a21da4a89549d19cd,0.000238,1,0.334,-8.443,1,72,0.119,135.995,4,0.287
143,WAKE UP,Travis Scott,252004,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG,2018-09-17,0.192,ASTROWORLD,0.741,231964,0.645,True,https://i.scdn.co/image/1ab97df000596d224199bbf7492e2bb5d09ea297,0.0,11,0.163,-5.116,0,77,0.0963,149.07,4,0.488
144,Come Back to Earth,Mac Miller,251616,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR,2018-09-17,0.89,Swimming,0.272,161840,0.238,False,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00925,2,0.275,-12.148,0,75,0.0349,83.507,4,0.119
145,Narcos,Migos,251045,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,2018-09-17,0.0146,Culture II,0.936,255379,0.588,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,7,0.139,-6.948,0,80,0.136,124.987,4,0.238
146,Unfair,6LACK,250259,https://open.spotify.com/track/3Q33RhbyoFul9LdKKjticI,2018-09-17,0.789,East Atlanta Love Letter,0.39,136916,0.266,True,https://i.scdn.co/image/35a7e7b0e40fa3dd8726fd7770492fe85770567b,0.00242,5,0.116,-11.231,0,67,0.0566,112.006,4,0.0383
147,Tequila,Dan + Shay,249762,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,2018-09-17,0.0312,Dan + Shay,0.489,196747,0.581,False,https://i.scdn.co/image/261bee18c33f6e0101dee0d9b16691023d89971d,0.0,11,0.132,-5.731,1,73,0.0281,86.016,4,0.494
148,Thunder,Imagine Dragons,249745,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2018-09-17,0.00671,Evolve,0.605,187147,0.822,False,https://i.scdn.co/image/cc3ac37fc1dd9c376d3dd1c6179880dbe4fca529,0.134,0,0.147,-4.833,1,87,0.0438,167.997,4,0.288
149,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,248085,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2018-09-17,0.177,7,0.694,183747,0.617,False,https://i.scdn.co/image/ba881c5ca427bb736a18b82f400de0b756550615,0.0,4,0.11,-7.838,0,70,0.0469,127.928,4,0.496
150,Heaven,Kane Brown,247459,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,2018-09-17,0.263,Kane Brown (Deluxe Edition),0.677,179507,0.556,False,https://i.scdn.co/image/e60f5a73fb984a6af3a117fdab0bf47d1c518bd9,0.0,9,0.105,-6.544,1,79,0.0306,80.009,4,0.521
151,sweetener,Ariana Grande,244459,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH,2018-09-17,0.248,Sweetener,0.721,208493,0.459,True,https://i.scdn.co/image/64414f252b388c08d7c4f3c3d3fdddaf0b003382,0.0,4,0.212,-6.408,1,79,0.032,119.914,4,0.46
152,Don’t Matter To Me (with Michael Jackson),Drake,243977,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,2018-09-17,0.493,Scorpion,0.826,245787,0.318,False,https://i.scdn.co/image/239ec906572231368d8ebd72614094bd3bd10b33,0.0131,10,0.11,-12.391,1,83,0.0574,103.002,4,0.138
153,idontwannabeyouanymore,Billie Eilish,242616,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH,2018-09-17,0.737,dont smile at me,0.483,203569,0.412,False,https://i.scdn.co/image/51643a0259a2c6c983fab42a8f988fd978778cb4,0.0,7,0.116,-8.461,1,88,0.0402,170.163,3,0.247
154,YEAH RIGHT,Joji,241010,https://open.spotify.com/track/5gFmgXPCLu9xIfMUXSbRru,2018-09-17,0.619,YEAH RIGHT,0.672,174358,0.588,True,https://i.scdn.co/image/b005c496ccf8d7bcba6cd6b9f9020ceeaa26943f,0.241,1,0.0992,-9.573,1,68,0.133,169.033,4,0.204
155,The Middle,Zedd,240922,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-09-17,0.171,The Middle,0.753,184732,0.657,False,https://i.scdn.co/image/81c4cbed06aa3d2d4ddb3470410268987ff1f6bd,0.0,7,0.112,-3.061,1,87,0.0449,107.01,4,0.437
156,Best Part,H.E.R.,240692,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2018-09-17,0.795,H.E.R.,0.473,209400,0.371,False,https://i.scdn.co/image/4dd269a764e56df17021cdd4874b78b0cedb0079,0.0,4,0.109,-10.219,0,80,0.0405,75.208,4,0.413
157,Stay,Post Malone,240365,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc,2018-09-17,0.414,beerbongs & bentleys,0.479,204427,0.468,True,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,0.0,5,0.148,-5.396,1,81,0.0274,85.913,4,0.35
158,Champion (feat. Travis Scott),NAV,240100,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo,2018-09-17,0.381,RECKLESS,0.642,195053,0.782,True,https://i.scdn.co/image/0f67940db5ac10ebbd29a6f5ad08b634a6ec4293,0.0,5,0.108,-3.395,0,80,0.0477,162.005,4,0.396
159,Speechless,Dan + Shay,240022,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,2018-09-17,0.356,Dan + Shay,0.616,213387,0.438,False,https://i.scdn.co/image/261bee18c33f6e0101dee0d9b16691023d89971d,0.0,1,0.24,-5.968,1,72,0.0298,135.929,4,0.386
160,Believer,Imagine Dragons,238642,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2018-09-17,0.0622,Evolve,0.776,204347,0.78,False,https://i.scdn.co/image/cc3ac37fc1dd9c376d3dd1c6179880dbe4fca529,0.0,10,0.081,-4.374,0,88,0.128,124.949,4,0.666
161,Want To,Dua Lipa,236249,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,2018-09-17,0.0788,Want To,0.572,212040,0.691,False,https://i.scdn.co/image/798f6b12cc2e97d2c31248f8882dce50415f0298,0.000132,8,0.0593,-4.783,0,45,0.123,92.082,4,0.318
162,broken,lovelytheband,236170,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX,2018-09-17,0.00175,finding it hard to smile,0.666,204878,0.728,False,https://i.scdn.co/image/4a3c7b25feced0d76df9d1c6e50a1ac3c7d0a66d,4.26e-06,7,0.0429,-5.808,1,79,0.0419,122.996,4,0.51
163,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,236003,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-09-17,0.000874,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.563,229670,0.717,True,https://i.scdn.co/image/d4a6afd50c327f549dda2e112985ee233f5bd908,0.0,1,0.183,-5.186,1,78,0.337,82.064,4,0.427
164,Black & White,Juice WRLD,235809,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l,2018-09-17,0.0802,Goodbye & Good Riddance,0.776,186945,0.736,True,https://i.scdn.co/image/19c24900a8d89bd80db1446ab67e403edf921c47,0.0,7,0.159,-4.612,1,70,0.247,147.946,4,0.233
165,2009,Mac Miller,235259,https://open.spotify.com/track/6dFn6my1sHK2bcf23GlHwM,2018-09-17,0.77,Swimming,0.533,347987,0.496,True,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.000164,6,0.0969,-9.363,0,73,0.517,155.158,4,0.173
166,Betrayed,Lil Xan,234216,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug,2018-09-17,0.434,TOTAL XANARCHY,0.821,187173,0.434,True,https://i.scdn.co/image/3bc341e9f63db46127e22811b8c8ab5fa00dbaca,0.0,10,0.128,-9.194,0,76,0.118,120.012,4,0.241
167,All The Stars (with SZA),Kendrick Lamar,233566,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2018-09-17,0.0605,Black Panther The Album Music From And Inspired By,0.698,232187,0.633,True,https://i.scdn.co/image/844da52d9871ec8fe044eba0746be7717bba838c,0.000194,8,0.0926,-4.946,1,84,0.0597,96.924,4,0.552
168,Sorry,6LACK,233085,https://open.spotify.com/track/2xRyZfWe9bnRfH1ZfhYO98,2018-09-17,0.725,East Atlanta Love Letter,0.423,210177,0.43,True,https://i.scdn.co/image/35a7e7b0e40fa3dd8726fd7770492fe85770567b,0.000574,8,0.132,-11.475,1,67,0.231,84.273,3,0.324
169,Havana,Camila Cabello,233001,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-09-17,0.184,Camila,0.765,217307,0.523,False,https://i.scdn.co/image/ac7215afbceb58c8a7f3713eaf9d00ff3d959779,3.56e-05,2,0.132,-4.333,1,88,0.03,104.988,4,0.394
170,This Is America,Childish Gambino,231609,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,2018-09-17,0.117,This Is America,0.854,225773,0.463,True,https://i.scdn.co/image/ea7b321828e589e982c4764513ca063d68a536ab,0.0,5,0.354,-6.159,1,81,0.137,120.024,4,0.549
171,1-800-273-8255,Logic,231529,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-09-17,0.57,Everybody,0.62,250173,0.574,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.0,5,0.19,-7.788,0,83,0.0479,100.021,4,0.352
172,NUMB,XXXTENTACION,231458,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl,2018-09-17,0.1,?,0.414,186268,0.416,False,https://i.scdn.co/image/4b180600c11e3c89c8b16d6aea3590a5cbfdaea9,0.179,11,0.131,-8.024,0,80,0.0251,159.91,4,0.196
173,One Kiss (with Dua Lipa),Calvin Harris,231322,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2018-09-17,0.037,One Kiss (with Dua Lipa),0.791,214847,0.862,False,https://i.scdn.co/image/00821c441800787a8ef4c49b0475a277d1a04ab6,2.19e-05,9,0.0814,-3.24,0,89,0.11,123.994,4,0.592
174,You Say,Lauren Daigle,230212,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R,2018-09-17,0.669,Look Up Child,0.494,274693,0.637,False,https://i.scdn.co/image/77eb7c17cafe550218418a26391343a809f08ce6,0.0,5,0.0882,-6.381,1,80,0.0333,147.924,4,0.1
175,CAROUSEL,Travis Scott,229670,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI,2018-09-17,0.229,ASTROWORLD,0.428,180183,0.403,True,https://i.scdn.co/image/1ab97df000596d224199bbf7492e2bb5d09ea297,0.0,5,0.22,-5.914,0,75,0.209,95.387,5,0.133
176,Let You Down,NF,229209,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,2018-09-17,0.298,Perception,0.656,212120,0.721,False,https://i.scdn.co/image/a1d11ea7686f1d0a31c223abb86da10bbfb8365a,0.0,5,0.173,-5.665,0,84,0.122,148.066,4,0.468
177,APESHIT,The Carters,227389,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,2018-09-17,0.0133,EVERYTHING IS LOVE,0.705,264853,0.784,True,https://i.scdn.co/image/eee03388de563f4cd428817f4b2b1449ddc270af,0.0,2,0.168,-6.477,1,72,0.271,160.035,4,0.377
178,Creep On Me,GASHI,227379,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd,2018-09-17,0.347,Creep On Me,0.449,194777,0.597,False,https://i.scdn.co/image/0a62e7167f2c52d49e9cbef7852a012a27e8cd27,1.03e-05,9,0.197,-4.401,0,76,0.14,134.598,5,0.505
179,Barbie Dreams,Nicki Minaj,226995,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B,2018-09-17,0.313,Queen,0.855,279867,0.787,True,https://i.scdn.co/image/95453fa449e3edb2005fd3e714e90a2308c8d7f6,0.0,8,0.194,-4.134,0,74,0.334,88.003,4,0.702
180,Bigger Than You (feat. Drake & Quavo),2 Chainz,225384,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,2018-09-17,0.247,Bigger Than You feat. Drake & Quavo,0.888,225893,0.515,True,https://i.scdn.co/image/97e49b33d5a41f29c45505d6ea086e48c2521fac,0.0,1,0.446,-6.246,1,77,0.271,141.009,4,0.264
181,Beautiful Crazy,Luke Combs,224930,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,2018-09-17,0.676,This One's for You Too (Deluxe Edition),0.552,193200,0.402,False,https://i.scdn.co/image/b3a414f2020cd28c5e34b2e56e47c07652190bca,0.0,11,0.0928,-7.431,1,80,0.0262,103.313,4,0.382
182,Paul - Skit,Paul Rosenberg,224402,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI,2018-09-17,0.993,Kamikaze,0.636,35240,0.335,False,https://i.scdn.co/image/706834f25e3b96ddc4643277e11333f0a8ca16c0,0.0,11,0.342,-13.327,1,70,0.966,161.68,4,0.561
183,She Got the Best of Me,Luke Combs,224132,https://open.spotify.com/track/698eQRku24PIYPQPHItKlA,2018-09-17,0.0292,This One's for You Too (Deluxe Edition),0.533,183160,0.907,False,https://i.scdn.co/image/b3a414f2020cd28c5e34b2e56e47c07652190bca,0.0,11,0.386,-3.793,1,78,0.0406,150.99,4,0.7
184,ocean eyes,Billie Eilish,224112,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2018-09-17,0.819,Ocean Eyes,0.475,200560,0.37,False,https://i.scdn.co/image/f0e6ee0da0c385cb11b119a351bdbc1efca2cda6,0.0577,4,0.0841,-7.725,0,73,0.0361,144.828,4,0.157
185,Rise,Jonas Blue,223962,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,2018-09-17,0.323,Rise,0.69,194408,0.784,False,https://i.scdn.co/image/d3d0ad4060e18d90a4a8f788cc717813da96b7ad,0.0,1,0.203,-4.653,1,87,0.032,106.066,4,0.669
186,Dark Knight Dummo,Trippie Redd,223954,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1,2018-09-17,0.167,LIFE'S A TRIP,0.28,256163,0.821,True,https://i.scdn.co/image/aac404be72022e7b60b73de40fd67f23940ec034,0.0,8,0.139,-2.864,0,70,0.111,181.444,3,0.254
187,Ring (feat. Kehlani),Cardi B,223226,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA,2018-09-17,0.049,Invasion of Privacy,0.767,177140,0.543,True,https://i.scdn.co/image/af948fc4cc3f16f7b9afcfa31a91ad3a2f460e8c,0.0,1,0.115,-7.881,0,78,0.103,106.029,4,0.485
188,LOVE. FEAT. ZACARI.,Kendrick Lamar,223110,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2018-09-17,0.264,DAMN.,0.8,213400,0.585,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,10,0.153,-7.343,1,80,0.0924,126.058,4,0.779
189,Creeping (feat. Rich the Kid),Lil Skies,222655,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9,2018-09-17,0.0108,Creeping (feat. Rich the Kid),0.729,179831,0.687,True,https://i.scdn.co/image/5a8f13b9536ab7c0f04aea3f1dfe0e2c89e4e450,0.0,8,0.162,-8.06,0,79,0.25,160.085,4,0.683
190,Stir Fry,Migos,222437,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,2018-09-17,0.00299,Culture II,0.815,190288,0.816,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,2,0.159,-5.474,1,81,0.269,181.967,4,0.498
191,Seasons (feat. Khalid),6LACK,222019,https://open.spotify.com/track/1AROE0XcC4ySCxXF65mutZ,2018-09-17,0.704,East Atlanta Love Letter,0.605,250001,0.335,True,https://i.scdn.co/image/35a7e7b0e40fa3dd8726fd7770492fe85770567b,0.00756,0,0.127,-10.49,1,72,0.309,141.839,4,0.455
192,Nice Guy (with Jessie Reyez),Eminem,221078,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi,2018-09-17,0.0942,Kamikaze,0.65,150802,0.639,True,https://i.scdn.co/image/706834f25e3b96ddc4643277e11333f0a8ca16c0,0.0,8,0.135,-5.962,1,72,0.458,139.226,4,0.563
193,Bank Account,21 Savage,221046,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2018-09-17,0.0151,Issa Album,0.884,220307,0.346,True,https://i.scdn.co/image/e0c1774d0cea9d3f5761877e54b6156d48a8e398,7.04e-06,8,0.0871,-8.228,0,83,0.351,75.016,4,0.376
194,My Boy (feat. J. Cole) - Freestyle,Wale,219446,https://open.spotify.com/track/11QvWp3CsEPd0YLE6xKGyx,2018-09-17,0.197,Free Lunch,0.814,269658,0.737,True,https://i.scdn.co/image/f7a7f1884708de97c458c911e4f53d639e4e5a14,0.0,7,0.0954,-4.826,1,65,0.259,171.687,4,0.461
195,Ocean (feat. Khalid),Martin Garrix,217003,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,2018-09-17,0.584,Ocean (feat. Khalid),0.506,216420,0.693,False,https://i.scdn.co/image/5b209837c9e2ef985a76f9ab5429fbde043f65fb,9.58e-05,0,0.0891,-7.265,0,85,0.0412,139.912,4,0.221
196,Playinwitme (feat. Kehlani),KYLE,216985,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr,2018-09-17,0.339,Light of Mine,0.689,191680,0.584,False,https://i.scdn.co/image/74e4e22ce067ae84c233d7e957e6a8e02497623a,0.0,1,0.297,-5.768,0,80,0.119,156.572,4,0.676
197,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,216827,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2018-09-17,0.617,Luv Is Rage 2,0.703,221747,0.757,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,1,0.106,-3.612,1,80,0.05,82.008,4,0.696
198,What's the Use?,Mac Miller,215030,https://open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs,2018-09-17,0.736,Swimming,0.759,288640,0.492,True,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00989,1,0.107,-10.338,0,74,0.12,104.974,4,0.561
199,Rich & Sad,Post Malone,214848,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc,2018-09-17,0.186,beerbongs & bentleys,0.601,206453,0.59,True,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,0.0,2,0.0942,-5.001,1,80,0.0569,151.952,4,0.274
200,Africa,Toto,214792,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2018-09-17,0.257,Toto IV,0.671,295893,0.373,False,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746,7.95e-05,9,0.0481,-18.064,1,84,0.0323,92.717,4,0.732
1,I Love It (& Lil Pump),Kanye West,1830770,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2018-09-18,0.0114,I Love It,0.901,127947,0.522,True,https://i.scdn.co/image/e661a3ef9ac3b96693c1c2447908b7ed8f19dd30,0.0,2,0.259,-8.304,1,88,0.33,104.053,4,0.329
2,New Patek,Lil Uzi Vert,1725431,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,2018-09-18,0.0367,New Patek,0.85,343099,0.785,True,https://i.scdn.co/image/6cd03e0a212add192512b2b728ec1daba7b08b70,0.0,8,0.155,-4.963,0,82,0.345,145.063,4,0.718
3,SICKO MODE,Travis Scott,1464325,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2018-09-18,0.00513,ASTROWORLD,0.834,312820,0.73,True,https://i.scdn.co/image/1ab97df000596d224199bbf7492e2bb5d09ea297,0.0,8,0.124,-3.714,1,95,0.222,155.008,4,0.446
4,Lucky You (feat. Joyner Lucas),Eminem,1436140,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2018-09-18,0.0627,Kamikaze,0.876,244679,0.786,True,https://i.scdn.co/image/706834f25e3b96ddc4643277e11333f0a8ca16c0,0.0,10,0.127,-4.884,0,87,0.306,153.068,4,0.575
5,Lucid Dreams,Juice WRLD,1276851,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,2018-09-18,0.349,Goodbye & Good Riddance,0.511,239836,0.566,True,https://i.scdn.co/image/19c24900a8d89bd80db1446ab67e403edf921c47,0.0,6,0.34,-7.23,0,82,0.2,83.903,4,0.218
6,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1201138,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,2018-09-18,0.088,FEFE (feat. Nicki Minaj & Murda Beatz),0.931,179405,0.387,True,https://i.scdn.co/image/be75cbd7ac2f383672b53bfd122207d8050cbb68,0.0,1,0.136,-9.127,1,79,0.412,125.978,4,0.376
7,Wake Up in the Sky,Gucci Mane,1061336,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,2018-09-18,0.00381,Wake Up in the Sky,0.8,204665,0.578,True,https://i.scdn.co/image/77eb7c17cafe5502988729c9dded0b4e467961e6,0.0,4,0.359,-5.144,0,90,0.0485,143.01,4,0.367
8,Better,Khalid,979191,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,2018-09-18,0.0984,Better,0.442,229413,0.585,False,https://i.scdn.co/image/4a83c8485bbf7ff4ba1fff6236a4d3f61c3ae54c,0.391,0,0.14,-10.332,0,86,0.0964,97.565,4,0.116
9,SAD!,XXXTENTACION,970340,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2018-09-18,0.258,?,0.74,166606,0.613,True,https://i.scdn.co/image/4b180600c11e3c89c8b16d6aea3590a5cbfdaea9,0.00372,8,0.123,-4.88,1,92,0.145,75.023,4,0.473
10,In My Feelings,Drake,962781,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2018-09-18,0.0589,Scorpion,0.835,217925,0.626,True,https://i.scdn.co/image/239ec906572231368d8ebd72614094bd3bd10b33,6e-05,1,0.396,-5.833,1,90,0.125,91.03,4,0.35
11,Nonstop,Drake,962024,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2018-09-18,0.0164,Scorpion,0.912,238614,0.412,True,https://i.scdn.co/image/239ec906572231368d8ebd72614094bd3bd10b33,0.013,7,0.104,-8.074,1,89,0.124,154.983,4,0.422
12,Mo Bamba,Sheck Wes,961858,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn,2018-09-18,0.268,Mo Bamba,0.738,180898,0.629,True,https://i.scdn.co/image/cf4caa4b74fd9b111e2c52fb422113e68660406d,0.00114,6,0.163,-4.882,0,57,0.0495,146.067,4,0.319
13,Eastside (with Halsey & Khalid),benny blanco,908489,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-09-18,0.555,Eastside (with Halsey & Khalid),0.56,173800,0.68,False,https://i.scdn.co/image/0b4a53025421b3a32daac1564765739631ecf365,0.0,6,0.116,-7.648,0,92,0.321,89.391,4,0.319
14,Happier,Marshmello,898962,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-09-18,0.191,Happier,0.687,214290,0.792,False,https://i.scdn.co/image/600b9b6e68c7d63495d653d544a9bbbbe380f194,0.0,5,0.167,-2.749,1,96,0.0452,100.015,4,0.671
15,Moonlight,XXXTENTACION,879579,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2018-09-18,0.556,?,0.921,135090,0.537,True,https://i.scdn.co/image/4b180600c11e3c89c8b16d6aea3590a5cbfdaea9,0.00404,9,0.102,-5.723,0,91,0.0804,128.009,4,0.711
16,Yes Indeed,Lil Baby,870576,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2018-09-18,0.035,Harder Than Ever,0.964,142273,0.346,True,https://i.scdn.co/image/3b7fd6ea2961e45f1b6031eda466ae1bb3bd30c7,0.0,5,0.108,-9.309,0,86,0.53,119.958,4,0.562
17,Taste (feat. Offset),Tyga,823492,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2018-09-18,0.0236,Taste (feat. Offset),0.884,232959,0.559,True,https://i.scdn.co/image/f98d7fb7899b63286d03067e30d47c578e42627a,0.0,0,0.101,-7.442,1,90,0.12,97.994,4,0.342
18,Better Now,Post Malone,815362,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018-09-18,0.354,beerbongs & bentleys,0.68,231267,0.563,True,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,0.0,10,0.136,-5.843,1,92,0.0454,145.028,4,0.374
19,Drip Too Hard,Lil Baby,747377,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3,2018-09-18,0.0945,Drip Too Hard,0.9,145603,0.653,True,https://i.scdn.co/image/fc42d65c6ce3f397b6585e63d6e7b55be4b229ed,0.0,1,0.528,-6.962,0,90,0.289,112.503,4,0.399
20,Noticed,Lil Mosey,694862,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,2018-09-18,0.462,Noticed,0.699,165000,0.558,True,https://i.scdn.co/image/3897f0067f03d80a950fdeaab4006bc87fa5987c,0.0,11,0.116,-7.622,1,60,0.0603,79.992,4,0.493
21,Natural,Imagine Dragons,690130,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,2018-09-18,0.216,Natural,0.448,189467,0.612,False,https://i.scdn.co/image/557fcc38125bea3383b6521ad13bdf40ddda966e,0.0,2,0.08,-6.106,1,70,0.0708,97.773,4,0.213
22,I Like It,Cardi B,688752,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2018-09-18,0.099,Invasion of Privacy,0.816,253390,0.726,True,https://i.scdn.co/image/af948fc4cc3f16f7b9afcfa31a91ad3a2f460e8c,0.0,5,0.372,-3.998,0,91,0.129,136.048,4,0.65
23,The Ringer,Eminem,688248,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,2018-09-18,0.0311,Kamikaze,0.939,337941,0.551,True,https://i.scdn.co/image/706834f25e3b96ddc4643277e11333f0a8ca16c0,0.0,1,0.192,-9.126,1,81,0.291,118.552,4,0.42
